Place_ID,Place_Name,State_UT,Category,Trip_Type,Min_Budget,Max_Budget,Best_Season,Duration_Days,Rating,Description,Image_URL,combined_features
234,Udupi,Karnataka,Religious,Family,2500,9000,Winter,2,4.7,Famous Sri Krishna temple town known for coastal food.,place_images\Udupi.jpg,Religious Family Winter Karnataka Famous Sri Krishna temple town known for coastal food.
235,Alleppey Backwaters,Kerala,Nature,Couple,5000,22000,Winter,2,4.9,Traditional houseboat stays cruises across intricate green canals.,place_images\Alleppey_Backwaters.jpg,Nature Couple Winter Kerala Traditional houseboat stays cruises across intricate green canals.
236,Munnar Tea Gardens,Kerala,Hill Station,Couple,4000,18000,Winter,3,4.9,Misty tea estates landscape covering highest South peaks.,place_images\Munnar_Tea_Gardens.jpg,Hill Station Couple Winter Kerala Misty tea estates landscape covering highest South peaks.
237,Varkala Beach,Kerala,Beach,Solo,2500,11000,Winter,2,4.7,Unique red coastal cliffs flanking Arabian sea lanes.,place_images\Varkala_Beach.jpg,Beach Solo Winter Kerala Unique red coastal cliffs flanking Arabian sea lanes.
238,Periyar Wildlife,Kerala,Wildlife,Family,3500,12000,Winter,2,4.6,Thekkady lake boating safaris tracking forest elephant herds.,place_images\Periyar_Wildlife.jpg,Wildlife Family Winter Kerala Thekkady lake boating safaris tracking forest elephant herds.
239,Fort Kochi,Kerala,Historical,Solo,2000,8000,Winter,2,4.6,Historic lanes retaining classic Chinese fishing net structures.,place_images\Fort_Kochi.jpg,Historical Solo Winter Kerala Historic lanes retaining classic Chinese fishing net structures.
240,Wayanad,Kerala,Hill Station,Friends,4000,15000,Winter,2,4.6,Mist-covered spice hills holding hidden ancient cave sites.,place_images\Wayanad.jpg,Hill Station Friends Winter Kerala Mist-covered spice hills holding hidden ancient cave sites.
241,Kovalam Beach,Kerala,Beach,Family,4000,16000,Winter,2,4.5,Iconic red-white striped lighthouse overlook crescent beach.,place_images\Kovalam_Beach.jpg,Beach Family Winter Kerala Iconic red-white striped lighthouse overlook crescent beach.
242,Thekkady,Kerala,Nature,Family,3000,11000,Winter,2,4.5,Sprawling spice farms and plantation walking trail centers.,place_images\Thekkady.jpg,Nature Family Winter Kerala Sprawling spice farms and plantation walking trail centers.
243,Athirappilly Falls,Kerala,Nature,Friends,1500,5000,Monsoon,1,4.7,Majestic heavy waterfall cascade known as Baahubali falls.,place_images\Athirappilly_Falls.jpg,Nature Friends Monsoon Kerala Majestic heavy waterfall cascade known as Baahubali falls.
244,Bekal Fort,Kerala,Historical,Couple,4000,15000,Winter,1,4.6,Large keyhole-shaped coastal fort touching waves.,place_images\Bekal_Fort.jpg,Historical Couple Winter Kerala Large keyhole-shaped coastal fort touching waves.
245,Sabarimala,Kerala,Religious,Solo,2000,6000,Winter,2,4.7,Famous forest hilltop pilgrimage of Lord Ayyappa.,place_images\Sabarimala.jpg,Religious Solo Winter Kerala Famous forest hilltop pilgrimage of Lord Ayyappa.
246,Guruvayur Temple,Kerala,Religious,Family,1500,5000,Winter,1,4.8,Highly sacred temple dedicated to Lord Krishna avatar.,place_images\Guruvayur_Temple.jpg,Religious Family Winter Kerala Highly sacred temple dedicated to Lord Krishna avatar.
247,Ponmudi,Kerala,Hill Station,Friends,2000,6000,Winter,1,4.2,Winding narrow hill station roads with golden valleys.,place_images\Ponmudi.jpg,Hill Station Friends Winter Kerala Winding narrow hill station roads with golden valleys.
248,Kumarakom,Kerala,Nature,Couple,6000,25000,Winter,2,4.7,Luxury bird sanctuary resorts facing Vembanad lake.,place_images\Kumarakom.jpg,Nature Couple Winter Kerala Luxury bird sanctuary resorts facing Vembanad lake.
249,Kannur,Kerala,Beach,Solo,2500,8000,Winter,2,4.3,Home of Theyyam ritual art performances on quiet beaches.,place_images\Kannur.jpg,Beach Solo Winter Kerala Home of Theyyam ritual art performances on quiet beaches.
250,Kozhikode Beach,Kerala,Beach,Family,2000,7000,Winter,1,4.3,Historic spice port shore famous for local halwa shops.,place_images\Kozhikode_Beach.jpg,Beach Family Winter Kerala Historic spice port shore famous for local halwa shops.
251,Silent Valley,Kerala,Wildlife,Solo,3000,9000,Winter,2,4.5,Core evergreen rain forest refuge keeping lion-tailed macaques.,place_images\Silent_Valley.jpg,Wildlife Solo Winter Kerala Core evergreen rain forest refuge keeping lion-tailed macaques.
252,Thenmala,Kerala,Nature,Family,2000,6000,Winter,1,4.2,India's pioneer planned eco-tourism village destination spot.,place_images\Thenmala.jpg,Nature Family Winter Kerala India's pioneer planned eco-tourism village destination spot.
253,Ashtamudi Lake,Kerala,Nature,Couple,4000,15000,Winter,2,4.4,Palm-shaped wide water channel ecosystem perfect for houseboats.,place_images\Ashtamudi_Lake.jpg,Nature Couple Winter Kerala Palm-shaped wide water channel ecosystem perfect for houseboats.
254,Eravikulam National Park,Kerala,Wildlife,Family,2000,5000,Winter,1,4.6,High altitude grasslands home to endangered Nilgiri Tahr.,place_images\Eravikulam_National_Park.jpg,Wildlife Family Winter Kerala High altitude grasslands home to endangered Nilgiri Tahr.
255,Poovar Island,Kerala,Beach,Couple,5000,15000,Winter,2,4.5,"Where backwaters, river, and sea meet golden sands.",place_images\Poovar_Island.jpg,"Beach Couple Winter Kerala Where backwaters, river, and sea meet golden sands."
256,Vagamon,Kerala,Hill Station,Friends,3000,10000,Winter,2,4.4,"Pine forests, green meadows, and tea estates.",place_images\Vagamon.jpg,"Hill Station Friends Winter Kerala Pine forests, green meadows, and tea estates."
257,Khajuraho,Madhya Pradesh,Historical,Couple,3000,12000,Winter,2,4.8,UNESCO temples displaying intricate medieval sensual carvings.,place_images\Khajuraho.jpg,Historical Couple Winter Madhya Pradesh UNESCO temples displaying intricate medieval sensual carvings.
258,Bandhavgarh,Madhya Pradesh,Wildlife,Solo,6000,22000,Winter,2,4.8,Highest density tiger habitat built around ancient hills.,place_images\Bandhavgarh.jpg,Wildlife Solo Winter Madhya Pradesh Highest density tiger habitat built around ancient hills.
259,Sanchi Stupa,Madhya Pradesh,Historical,Family,1500,4500,Winter,1,4.7,Ashoka era premier stone hemisphere Buddhist dome monument.,place_images\Sanchi_Stupa.jpg,Historical Family Winter Madhya Pradesh Ashoka era premier stone hemisphere Buddhist dome monument.
260,Pachmarhi,Madhya Pradesh,Hill Station,Family,4000,14000,Summer,3,4.5,Satpura queen hill station hiding cave waterfall trails.,place_images\Pachmarhi.jpg,Hill Station Family Summer Madhya Pradesh Satpura queen hill station hiding cave waterfall trails.
261,Mandu Fort,Madhya Pradesh,Historical,Couple,2000,7000,Monsoon,2,4.6,Romantic hilltop stone palace architecture of Baz Bahadur.,place_images\Mandu_Fort.jpg,Historical Couple Monsoon Madhya Pradesh Romantic hilltop stone palace architecture of Baz Bahadur.
262,Orchha,Madhya Pradesh,Historical,Solo,2000,8000,Winter,2,4.7,Bundela palaces standing gracefully across Betwa river lines.,place_images\Orchha.jpg,Historical Solo Winter Madhya Pradesh Bundela palaces standing gracefully across Betwa river lines.
263,Ujjain Mahakaleshwar,Madhya Pradesh,Religious,Family,2000,7000,Winter,1,4.9,Holy Jyotirlinga shrine famous for live Bhasma Aarti.,place_images\Ujjain_Mahakaleshwar.jpg,Religious Family Winter Madhya Pradesh Holy Jyotirlinga shrine famous for live Bhasma Aarti.
264,Omkareshwar,Madhya Pradesh,Religious,Family,1500,5000,Winter,1,4.5,Narmada island temple shaped naturally like Om syllable.,place_images\Omkareshwar.jpg,Religious Family Winter Madhya Pradesh Narmada island temple shaped naturally like Om syllable.
265,Kanha National Park,Madhya Pradesh,Wildlife,Family,5000,20000,Winter,2,4.8,Sal forest tiger land inspiring Kipling's Jungle Book.,place_images\Kanha_National_Park.jpg,Wildlife Family Winter Madhya Pradesh Sal forest tiger land inspiring Kipling's Jungle Book.
266,Pench National Park,Madhya Pradesh,Wildlife,Friends,4500,18000,Winter,2,4.7,Interstate reserve tracking rich wolf and leopard packs.,place_images\Pench_National_Park.jpg,Wildlife Friends Winter Madhya Pradesh Interstate reserve tracking rich wolf and leopard packs.
267,Bhimbetka Caves,Madhya Pradesh,Historical,Solo,1500,4000,Winter,1,4.6,Prehistoric rock shelters preserving old human cave drawings.,place_images\Bhimbetka_Caves.jpg,Historical Solo Winter Madhya Pradesh Prehistoric rock shelters preserving old human cave drawings.
268,Gwalior Fort,Madhya Pradesh,Historical,Family,2000,6000,Winter,1,4.7,Gibraltar of India blue tiled hill fort palace.,place_images\Gwalior_Fort.jpg,Historical Family Winter Madhya Pradesh Gibraltar of India blue tiled hill fort palace.
269,Chanderi,Madhya Pradesh,Historical,Solo,2000,5000,Winter,1,4.2,Weaving town famous for traditional royal light sarees.,place_images\Chanderi.jpg,Historical Solo Winter Madhya Pradesh Weaving town famous for traditional royal light sarees.
270,Amarkantak,Madhya Pradesh,Religious,Family,2500,7000,Winter,2,4.5,Holy source origin hills of Narmada river system.,place_images\Amarkantak.jpg,Religious Family Winter Madhya Pradesh Holy source origin hills of Narmada river system.
271,Panna National Park,Madhya Pradesh,Wildlife,Friends,4000,13000,Winter,2,4.4,Deep gorge river sanctuary harboring gharials and tigers.,place_images\Panna_National_Park.jpg,Wildlife Friends Winter Madhya Pradesh Deep gorge river sanctuary harboring gharials and tigers.
272,Bhedaghat,Madhya Pradesh,Nature,Family,2000,6000,Winter,1,4.6,Towering marble rock canyon walls over Narmada river.,place_images\Bhedaghat.jpg,Nature Family Winter Madhya Pradesh Towering marble rock canyon walls over Narmada river.
273,Chitrakoot,Madhya Pradesh,Religious,Family,1500,5000,Winter,1,4.4,Spiritual forest town where Rama spent exile years.,place_images\Chitrakoot.jpg,Religious Family Winter Madhya Pradesh Spiritual forest town where Rama spent exile years.
274,Mandleshwar,Madhya Pradesh,Historical,Solo,1500,4000,Winter,1,4.0,Peaceful temple town resting alongside wide river dams.,place_images\Mandleshwar.jpg,Historical Solo Winter Madhya Pradesh Peaceful temple town resting alongside wide river dams.
275,Bhopal Lakes,Madhya Pradesh,Nature,Family,2000,6000,Winter,1,4.3,Massive twin artificial urban lakes with speedboat clubs.,place_images\Bhopal_Lakes.jpg,Nature Family Winter Madhya Pradesh Massive twin artificial urban lakes with speedboat clubs.
276,Maheshwar,Madhya Pradesh,Historical,Couple,3000,10000,Winter,2,4.6,Ahilya Bai fort complex looking down at grand ghats.,place_images\Maheshwar.jpg,Historical Couple Winter Madhya Pradesh Ahilya Bai fort complex looking down at grand ghats.
277,Gateway of India,Maharashtra,Historical,Family,1000,4000,Winter,1,4.6,Iconic triumphal stone arch archway monument of Mumbai.,place_images\Gateway_of_India.jpg,Historical Family Winter Maharashtra Iconic triumphal stone arch archway monument of Mumbai.
278,Marine Drive,Maharashtra,Nature,Couple,1000,5000,Winter,1,4.7,Queen's Necklace seaside arc promenade along Arabian sea.,place_images\Marine_Drive.jpg,Nature Couple Winter Maharashtra Queen's Necklace seaside arc promenade along Arabian sea.
279,Ajanta Ellora,Maharashtra,Historical,Solo,3000,10000,Winter,3,4.9,Monolithic rock Kailash temple and ancient Buddhist caves.,place_images\Ajanta_Ellora.jpg,Historical Solo Winter Maharashtra Monolithic rock Kailash temple and ancient Buddhist caves.
280,Lonavala,Maharashtra,Hill Station,Friends,3000,12000,Monsoon,2,4.4,Sahyadri pass resort town famous for chikki sweets.,place_images\Lonavala.jpg,Hill Station Friends Monsoon Maharashtra Sahyadri pass resort town famous for chikki sweets.
281,Shirdi,Maharashtra,Religious,Family,2000,8000,Winter,2,4.8,Holy town sanctuary keeping shrine of Sai Baba.,place_images\Shirdi.jpg,Religious Family Winter Maharashtra Holy town sanctuary keeping shrine of Sai Baba.
282,Mahabaleshwar,Maharashtra,Hill Station,Family,4500,18000,Winter,2,4.5,Strawberry fields capital on high evergreen plateau blocks.,place_images\Mahabaleshwar.jpg,Hill Station Family Winter Maharashtra Strawberry fields capital on high evergreen plateau blocks.
283,Elephanta Caves,Maharashtra,Historical,Friends,1000,3000,Winter,1,4.3,Island cave rock carvings dedicated to Trimurti Shiva.,place_images\Elephanta_Caves.jpg,Historical Friends Winter Maharashtra Island cave rock carvings dedicated to Trimurti Shiva.
284,Matheran,Maharashtra,Hill Station,Couple,3500,12000,Winter,2,4.5,Automobile-free peaceful hill station featuring vintage toy trains.,place_images\Matheran.jpg,Hill Station Couple Winter Maharashtra Automobile-free peaceful hill station featuring vintage toy trains.
285,Kolhapur Temple,Maharashtra,Religious,Family,2000,6000,Winter,1,4.6,Mahalakshmi shrine famous for traditional leather footwear.,place_images\Kolhapur_Temple.jpg,Religious Family Winter Maharashtra Mahalakshmi shrine famous for traditional leather footwear.
286,Nashik,Maharashtra,Religious,Family,3000,12000,Winter,2,4.5,Wine capital of India hosting Kumbh Mela ghats.,place_images\Nashik.jpg,Religious Family Winter Maharashtra Wine capital of India hosting Kumbh Mela ghats.
287,Trimbakeshwar,Maharashtra,Religious,Family,1500,5000,Winter,1,4.7,Jyotirlinga temple marking origin of Godavari river.,place_images\Trimbakeshwar.jpg,Religious Family Winter Maharashtra Jyotirlinga temple marking origin of Godavari river.
288,Alibag,Maharashtra,Beach,Friends,4000,15000,Winter,2,4.2,Coastal weekend escape town full of black sands.,place_images\Alibag.jpg,Beach Friends Winter Maharashtra Coastal weekend escape town full of black sands.
289,Murud Janjira,Maharashtra,Historical,Friends,2000,6000,Winter,1,4.6,Impregnable marine island fortress standing inside sea water.,place_images\Murud_Janjira.jpg,Historical Friends Winter Maharashtra Impregnable marine island fortress standing inside sea water.
290,Tadoba Tiger Reserve,Maharashtra,Wildlife,Solo,6000,22000,Winter,2,4.8,Teak forest park noting high tiger reproduction sightings.,place_images\Tadoba_Tiger_Reserve.jpg,Wildlife Solo Winter Maharashtra Teak forest park noting high tiger reproduction sightings.
291,Bhimashankar,Maharashtra,Religious,Solo,2000,6000,Monsoon,1,4.5,Jyotirlinga forest temple home to giant flying squirrels.,place_images\Bhimashankar.jpg,Religious Solo Monsoon Maharashtra Jyotirlinga forest temple home to giant flying squirrels.
292,Raigad Fort,Maharashtra,Historical,Friends,1500,5000,Monsoon,1,4.7,Capital hill fortress of Chhatrapati Shivaji Maharaj.,place_images\Raigad_Fort.jpg,Historical Friends Monsoon Maharashtra Capital hill fortress of Chhatrapati Shivaji Maharaj.
293,Sindhudurg Fort,Maharashtra,Historical,Family,2500,7000,Winter,1,4.5,Ocean fort built over rocky islet by Marathas.,place_images\Sindhudurg_Fort.jpg,Historical Family Winter Maharashtra Ocean fort built over rocky islet by Marathas.
294,Pratapgad Fort,Maharashtra,Historical,Friends,1500,4000,Monsoon,1,4.4,Historic battle site mountain fort near Mahabaleshwar cliffs.,place_images\Pratapgad_Fort.jpg,Historical Friends Monsoon Maharashtra Historic battle site mountain fort near Mahabaleshwar cliffs.
295,Panchgani,Maharashtra,Hill Station,Family,4000,14000,Winter,2,4.4,Table land volcanic plateau hills near scenic valleys.,place_images\Panchgani.jpg,Hill Station Family Winter Maharashtra Table land volcanic plateau hills near scenic valleys.
296,Lavasa,Maharashtra,Hill Station,Couple,5000,16000,Monsoon,2,3.9,Manmade Italian style lakeside holiday town project.,place_images\Lavasa.jpg,Hill Station Couple Monsoon Maharashtra Manmade Italian style lakeside holiday town project.
297,Loktak Lake,Manipur,Nature,Solo,4000,12000,Winter,2,4.8,Largest floating lake featuring circular swamp biomass rings.,place_images\Loktak_Lake.jpg,Nature Solo Winter Manipur Largest floating lake featuring circular swamp biomass rings.
298,Kangla Fort,Manipur,Historical,Family,1000,3000,Winter,1,4.4,Old palace brick seat of Manipur kingdom lines.,place_images\Kangla_Fort.jpg,Historical Family Winter Manipur Old palace brick seat of Manipur kingdom lines.
299,Keibul Lamjao,Manipur,Wildlife,Solo,3000,8000,Winter,1,4.7,World's standalone floating park protecting brow-antlered deer.,place_images\Keibul_Lamjao.jpg,Wildlife Solo Winter Manipur World's standalone floating park protecting brow-antlered deer.
300,Imphal War Cemetery,Manipur,Historical,Family,1000,2500,Winter,1,4.2,Commemorating British Commonwealth soldiers fallen in WWII battles.,place_images\Imphal_War_Cemetery.jpg,Historical Family Winter Manipur Commemorating British Commonwealth soldiers fallen in WWII battles.
301,Shri Govindajee Temple,Manipur,Religious,Family,1000,3000,Winter,1,4.4,Gold domed historic palace temple keeping Radha Krishna.,place_images\Shri_Govindajee_Temple.jpg,Religious Family Winter Manipur Gold domed historic palace temple keeping Radha Krishna.
302,Moreh,Manipur,Historical,Solo,4000,11000,Winter,2,4.0,Border commercial town linking road traffic straight into Myanmar.,place_images\Moreh.jpg,Historical Solo Winter Manipur Border commercial town linking road traffic straight into Myanmar.
303,Dzuko Valley,Manipur,Nature,Solo,5000,15000,Summer,3,4.8,Stunning green valley floor famous for endemic lilies.,place_images\Dzuko_Valley.jpg,Nature Solo Summer Manipur Stunning green valley floor famous for endemic lilies.
304,Ukhrul,Manipur,Hill Station,Couple,4000,11000,Summer,2,4.3,High mist hill town holding Shirui lily valleys.,place_images\Ukhrul.jpg,Hill Station Couple Summer Manipur High mist hill town holding Shirui lily valleys.
305,Tamenglong,Manipur,Nature,Solo,4500,12000,Winter,2,4.1,Hilly forest tracts popular for orange crops and birds.,place_images\Tamenglong.jpg,Nature Solo Winter Manipur Hilly forest tracts popular for orange crops and birds.
306,Senapati,Manipur,Nature,Solo,3500,9000,Winter,2,3.9,Serene tribal lands tracking raw rivers and pine tracks.,place_images\Senapati.jpg,Nature Solo Winter Manipur Serene tribal lands tracking raw rivers and pine tracks.
307,Nungba,Manipur,Nature,Friends,3000,8000,Winter,1,3.8,Midway rest stop surrounded by green mountainous paths.,place_images\Nungba.jpg,Nature Friends Winter Manipur Midway rest stop surrounded by green mountainous paths.
308,Bishnupur,Manipur,Historical,Family,1500,4000,Winter,1,4.3,Ancient single-cell conical brick Vishnu temple designs.,place_images\Bishnupur.jpg,Historical Family Winter Manipur Ancient single-cell conical brick Vishnu temple designs.
309,Moirang,Manipur,Historical,Family,1500,4500,Winter,1,4.5,INA museum site where Indian national flag rose first.,place_images\Moirang.jpg,Historical Family Winter Manipur INA museum site where Indian national flag rose first.
310,Sadu Chiru Waterfall,Manipur,Nature,Friends,1000,3500,Monsoon,1,4.2,Popular three tiered rocky water cascade near Imphal.,place_images\Sadu_Chiru_Waterfall.jpg,Nature Friends Monsoon Manipur Popular three tiered rocky water cascade near Imphal.
311,Khonghampat Orchidarium,Manipur,Nature,Family,1000,3000,Summer,1,4.0,Botanical nursery raising hundreds of colorful orchid varieties.,place_images\Khonghampat_Orchidarium.jpg,Nature Family Summer Manipur Botanical nursery raising hundreds of colorful orchid varieties.
312,Thoubal,Manipur,Nature,Friends,2000,6000,Winter,1,4.0,Riverside plain area offering beautiful local boating tracks.,place_images\Thoubal.jpg,Nature Friends Winter Manipur Riverside plain area offering beautiful local boating tracks.
313,Kakching,Manipur,Nature,Family,1000,3000,Winter,1,4.1,Agricultural town holding manicured green eco garden parks.,place_images\Kakching.jpg,Nature Family Winter Manipur Agricultural town holding manicured green eco garden parks.
314,Chandel,Manipur,Wildlife,Solo,5000,13000,Winter,2,4.0,Bordering district area hosting endangered forest deer species.,place_images\Chandel.jpg,Wildlife Solo Winter Manipur Bordering district area hosting endangered forest deer species.
315,Shirui Lily Peak,Manipur,Nature,Solo,4000,10000,Summer,2,4.6,Mountain trek path tracking rare wild lily blossoms.,place_images\Shirui_Lily_Peak.jpg,Nature Solo Summer Manipur Mountain trek path tracking rare wild lily blossoms.
316,Leimaram Waterfall,Manipur,Nature,Friends,1500,4000,Monsoon,1,4.2,Scenic triple waterfall site gaining local weekend crowds.,place_images\Leimaram_Waterfall.jpg,Nature Friends Monsoon Manipur Scenic triple waterfall site gaining local weekend crowds.
317,Living Root Bridges,Meghalaya,Nature,Friends,3000,10000,Monsoon,2,4.9,Bio-engineered tree root links growing over jungle streams.,place_images\Living_Root_Bridges.jpg,Nature Friends Monsoon Meghalaya Bio-engineered tree root links growing over jungle streams.
318,Shillong,Meghalaya,Hill Station,Family,4000,16000,Winter,3,4.6,"Scotland of East, town showing pine lakes and music culture.",place_images\Shillong.jpg,"Hill Station Family Winter Meghalaya Scotland of East, town showing pine lakes and music culture."
319,Dawki River,Meghalaya,Nature,Friends,3000,9000,Winter,1,4.8,Umngot river offering glass-like transparent emerald water boating.,place_images\Dawki_River.jpg,Nature Friends Winter Meghalaya Umngot river offering glass-like transparent emerald water boating.
320,Mawlynnong,Meghalaya,Nature,Family,2000,6000,Summer,1,4.7,Awarded Asia's cleanest village featuring thatch huts.,place_images\Mawlynnong.jpg,Nature Family Summer Meghalaya Awarded Asia's cleanest village featuring thatch huts.
321,Nohkalikai Falls,Meghalaya,Nature,Couple,1500,4000,Monsoon,1,4.8,India's tallest plunge waterfall dropping down green canyons.,place_images\Nohkalikai_Falls.jpg,Nature Couple Monsoon Meghalaya India's tallest plunge waterfall dropping down green canyons.
322,Cherrapunji,Meghalaya,Hill Station,Family,4000,15000,Monsoon,2,4.7,World's wettest tabletop plateau holding deep cave entries.,place_images\Cherrapunji.jpg,Hill Station Family Monsoon Meghalaya World's wettest tabletop plateau holding deep cave entries.
323,Elephant Falls,Meghalaya,Nature,Family,1000,3000,Monsoon,1,4.3,Three-step fern-fringed water rapids located near Shillong.,place_images\Elephant_Falls.jpg,Nature Family Monsoon Meghalaya Three-step fern-fringed water rapids located near Shillong.
324,Ward's Lake,Meghalaya,Nature,Couple,1000,3000,Winter,1,4.2,Horseshoe-shaped vintage British garden pool with boating docks.,place_images\Wards_Lake.jpg,Nature Couple Winter Meghalaya Horseshoe-shaped vintage British garden pool with boating docks.
325,Umiam Lake,Meghalaya,Nature,Friends,2000,7000,Winter,1,4.5,Massive blue water reservoir offering speed water sports.,place_images\Umiam_Lake.jpg,Nature Friends Winter Meghalaya Massive blue water reservoir offering speed water sports.
326,Laitlum Canyons,Meghalaya,Nature,Couple,1500,4000,Monsoon,1,4.7,Endless deep green ridge gorge drops lost in clouds.,place_images\Laitlum_Canyons.jpg,Nature Couple Monsoon Meghalaya Endless deep green ridge gorge drops lost in clouds.
327,Mawsmai Cave,Meghalaya,Nature,Family,1000,3000,Winter,1,4.4,Lit limestone cave showcasing stalactite pillar formations.,place_images\Mawsmai_Cave.jpg,Nature Family Winter Meghalaya Lit limestone cave showcasing stalactite pillar formations.
328,Krem Liat Prah,Meghalaya,Nature,Solo,5000,14000,Winter,2,4.6,The longest cave network explorer system across India.,place_images\Krem_Liat_Prah.jpg,Nature Solo Winter Meghalaya The longest cave network explorer system across India.
329,Balpakram,Meghalaya,Wildlife,Solo,6000,16000,Winter,3,4.4,Deep sacred canyon gorge land holding rare red pandas.,place_images\Balpakram.jpg,Wildlife Solo Winter Meghalaya Deep sacred canyon gorge land holding rare red pandas.
330,Nokrek,Meghalaya,Wildlife,Solo,4500,12000,Winter,2,4.5,Biosphere cloud forest rich in native citrus gene trees.,place_images\Nokrek.jpg,Wildlife Solo Winter Meghalaya Biosphere cloud forest rich in native citrus gene trees.
331,Mawphlang Sacred Grove,Meghalaya,Nature,Solo,1500,4000,Summer,1,4.6,Preserved ancient Khasi clan forest tracking complex taboos.,place_images\Mawphlang_Sacred_Grove.jpg,Nature Solo Summer Meghalaya Preserved ancient Khasi clan forest tracking complex taboos.
332,Jowai,Meghalaya,Hill Station,Friends,3500,10000,Winter,2,4.1,Jaintia hills center containing beautiful monolithic stone arrays.,place_images\Jowai.jpg,Hill Station Friends Winter Meghalaya Jaintia hills center containing beautiful monolithic stone arrays.
333,Tura,Meghalaya,Hill Station,Solo,4000,11000,Winter,2,4.1,Garo hills climbing hub facing wide valley horizons.,place_images\Tura.jpg,Hill Station Solo Winter Meghalaya Garo hills climbing hub facing wide valley horizons.
334,Siju Cave,Meghalaya,Nature,Friends,2000,5000,Winter,1,4.3,Bat-filled massive subterranean river tunnel cave layouts.,place_images\Siju_Cave.jpg,Nature Friends Winter Meghalaya Bat-filled massive subterranean river tunnel cave layouts.
335,Krang Suri Falls,Meghalaya,Nature,Friends,2000,5000,Winter,1,4.7,Stunning blue water pool waterfall hidden inside hills.,place_images\Krang_Suri_Falls.jpg,Nature Friends Winter Meghalaya Stunning blue water pool waterfall hidden inside hills.
336,Phe Phe Falls,Meghalaya,Nature,Friends,2500,6000,Winter,1,4.6,Two-tier spectacular hidden waterfall near Jowai tracks.,place_images\Phe_Phe_Falls.jpg,Nature Friends Winter Meghalaya Two-tier spectacular hidden waterfall near Jowai tracks.
337,Phawngpui Blue Mountain,Mizoram,Nature,Solo,6000,18000,Summer,3,4.7,The highest mountain peak of Mizoram holding rare orchids.,place_images\Phawngpui_Blue_Mountain.jpg,Nature Solo Summer Mizoram The highest mountain peak of Mizoram holding rare orchids.
338,Vantawng Falls,Mizoram,Nature,Family,1500,4500,Monsoon,1,4.5,Highest two tiered green mountain bamboo valley waterfall drop.,place_images\Vantawng_Falls.jpg,Nature Family Monsoon Mizoram Highest two tiered green mountain bamboo valley waterfall drop.
339,Reiek,Mizoram,Hill Station,Solo,2500,7000,Winter,2,4.6,High rocky ridge mountain edge looking at lush valleys.,place_images\Reiek.jpg,Hill Station Solo Winter Mizoram High rocky ridge mountain edge looking at lush valleys.
340,Aizawl,Mizoram,Hill Station,Family,4000,15000,Winter,3,4.4,Clifftop state capital city packed with timber houses.,place_images\Aizawl.jpg,Hill Station Family Winter Mizoram Clifftop state capital city packed with timber houses.
341,Champhai,Mizoram,Nature,Solo,5000,14000,Winter,2,4.2,Vineyard plain orchards looking straight down Indo-Myanmar hills.,place_images\Champhai.jpg,Nature Solo Winter Mizoram Vineyard plain orchards looking straight down Indo-Myanmar hills.
342,Lunglei,Mizoram,Hill Station,Family,4000,12000,Winter,2,4.1,Quiet town famous for bridge-like natural rock formations.,place_images\Lunglei.jpg,Hill Station Family Winter Mizoram Quiet town famous for bridge-like natural rock formations.
343,Murlen National Park,Mizoram,Wildlife,Solo,6000,15000,Winter,3,4.3,Extremely dense forest slopes compared to Amazonian jungle covers.,place_images\Murlen_National_Park.jpg,Wildlife Solo Winter Mizoram Extremely dense forest slopes compared to Amazonian jungle covers.
344,Dampa Tiger Reserve,Mizoram,Wildlife,Solo,5000,14000,Winter,3,4.1,Remote international border sanctuary tracking wild forest cats.,place_images\Dampa_Tiger_Reserve.jpg,Wildlife Solo Winter Mizoram Remote international border sanctuary tracking wild forest cats.
345,Tam Dil Lake,Mizoram,Nature,Couple,2000,6000,Winter,1,4.2,Tranquil fish lake pool surrounded by evergreen forests.,place_images\Tam_Dil_Lake.jpg,Nature Couple Winter Mizoram Tranquil fish lake pool surrounded by evergreen forests.
346,Palak Lake,Mizoram,Nature,Solo,5000,13000,Winter,2,4.0,Largest lake body in southern Mizoram wetland forests.,place_images\Palak_Lake.jpg,Nature Solo Winter Mizoram Largest lake body in southern Mizoram wetland forests.
347,Saiha,Mizoram,Nature,Solo,6000,15000,Winter,2,4.0,Angling paradise base situated alongside Chhimtuipui river curves.,place_images\Saiha.jpg,Nature Solo Winter Mizoram Angling paradise base situated alongside Chhimtuipui river curves.
348,Kolasib,Mizoram,Nature,Friends,3000,8000,Winter,1,3.9,Riverside handicraft town overlooking active local project reservoirs.,place_images\Kolasib.jpg,Nature Friends Winter Mizoram Riverside handicraft town overlooking active local project reservoirs.
349,Thenzawl,Mizoram,Nature,Family,2500,7000,Winter,2,4.2,Flat green valley town hosting deer parks and weavers.,place_images\Thenzawl.jpg,Nature Family Winter Mizoram Flat green valley town hosting deer parks and weavers.
350,Hmuifang,Mizoram,Hill Station,Couple,3000,9000,Winter,2,4.4,Cloud-covered peak hill holding old Mizo village models.,place_images\Hmuifang.jpg,Hill Station Couple Winter Mizoram Cloud-covered peak hill holding old Mizo village models.
